NAME,SERVER,REPLICA TYPE,PRICING TIER,LOCATION,SUBSCRIPTION,
"gopisqldb (gopisqlserver/gopisqldb)","gopisqlserver","--","General Purpose: Serverless, Gen5, 1 vCore","East US","Azure Pass - Sponsorship"
